Ano,Numero,Sigla,Votacao [Data],Votacao [Hora],Votacao [ObjVotacao],Votacao [Resumo],Votacao [codSessao],Deputado [Nome],Deputado [Partido],Deputado [UF],Deputado [Voto],Deputado [ideCadastro],bancada [Sigla],bancada [orientacao]
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Anderson Ferreira,PR        ,PE,Sim            ,160551,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Hermes Parcianello,PMDB      ,PR,Sim            ,73772,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Zeca do Pt,PT        ,MS,Não            ,178902,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Luizianne Lins,PT        ,CE,Não            ,178866,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Nelson Marchezan Junior,PSDB      ,RS,Sim            ,160567,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Dr. João,PR        ,RJ,Não            ,178940,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Lucio Vieira Lima,PMDB      ,BA,Sim            ,94931,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcos Rotta,PMDB      ,AM,Sim            ,178850,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Augusto Carvalho,Solidaried,DF,Sim            ,73655,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Capitão Augusto,PR        ,SP,Sim            ,178829,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Alexandre Valle,PRP       ,RJ,Sim            ,178936,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Ronaldo Martins,PRB       ,CE,Não            ,122466,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Vitor Lippi,PSDB      ,SP,Sim            ,178992,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marco Tebaldi,PSDB      ,SC,Sim            ,160536,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Arthur Virgílio Bisneto,PSDB      ,AM,Sim            ,178847,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Irajá Abreu,PSD       ,TO,Sim            ,81232,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Marcos Abrão,PPS       ,GO,Sim            ,178880,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Orlando Silva,PCdoB     ,SP,Não            ,178987,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Uldurico Junior,PTC       ,BA,Não            ,178863,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Eliziane Gama,PPS       ,MA,Sim            ,178883,-,-
2000,2505,PL,23/4/2015,13:45,DVS PSDB - EMENDA Nº 6,Aprovada a Emenda de Plenário nº 6. Sim: 232; não: 122; abstenção: 2; total: 356.,5507,Onyx Lorenzoni,DEM       ,RS,Não            ,74399,-,-
