"Dim_1","Dim_2","novo_nome","destaque_partido"
-0.207529633026662,-0.271661088063605,"Magda Mofatto-pr/GO","outros"
-0.0521911736511818,-0.0370879163753872,"Mainha-solidaried/PI","outros"
-0.00480118034214336,0.157871046313626,"Major Olimpio-pdt/SP","outros"
0.639743799281567,0.160352155053961,"Mandetta-dem/MS","outros"
-0.0529632710270548,-0.296829276743042,"Manoel Junior-pmdb/PB","pmdb"
0.437569794022429,0.0400023482238661,"Mara Gabrilli-psdb/SP","psdb"
0.40825471377784,-0.110554095239875,"Marcelo Aguiar-s.part./SP","outros"
-0.17111259641842,-0.115956720277232,"Marcelo Álvaro Antônio-prp/MG","outros"
-0.0311037122589881,-0.3239312362345,"Marcelo Aro-phs/MG","outros"
0.494016472521928,0.501004808154523,"Marcelo Belinati-pp/PR","outros"
-0.211348628518109,-0.0898362713026848,"Marcelo Castro-pmdb/PI","pmdb"
-0.17393855588985,0.0617094093766224,"Marcelo Matos-pdt/RJ","outros"
-0.260557599428091,-0.234816160600097,"Marcelo Squassoni-prb/SP","outros"
-0.282319449603984,-0.380670578439036,"Marcio Alvino-pr/SP","outros"
-0.318681296887545,-0.199466729140645,"Márcio Marinho-prb/BA","outros"
-0.534576960763199,0.251551097516577,"Marco Maia-pt/RS","pt"
-0.615750259507956,0.379188824250653,"Marcon-pt/RS","pt"
0.583418764371098,0.38807066740686,"Marcos Abrão-pps/GO","outros"
-0.0576908614311679,-0.36695062324832,"Marcos Montes-psd/MG","outros"
0.108535846746,0.0702961792465711,"Marcos Reategui-psc/AP","outros"
-0.00433364461966974,0.107399419703934,"Marcos Rogério-pdt/RO","outros"
-0.118302102409873,-0.383444024923227,"Marcos Rotta-pmdb/AM","pmdb"
0.0538275572749497,-0.0993673901372433,"Marcos Soares-pr/RJ","outros"
0.699252099568814,0.0473938508241833,"Marco Tebaldi-psdb/SC","psdb"
0.730473215929533,0.107953318132146,"Marcus Pestana-psdb/MG","psdb"
0.143167312010149,-0.184535726715297,"Marcus Vicente-pp/ES","outros"
-0.635553800785054,0.317785595278835,"Margarida Salomão-pt/MG","pt"
-0.550961901578062,0.347123279348421,"Maria do Rosário-pt/RS","pt"
0.116287710258658,0.214522961055761,"Maria Helena-psb/RR","outros"
0.651804670408534,0.090206449695863,"Mariana Carvalho-psdb/RO","psdb"
